"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 4001"
"MaxRank: 5000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
4216,"Completed","This study will evaluate the lot to lot consistency, safety and immune response of the Novartis Meningococcal ACWY conjugate vaccine in healthy US adolescents and adults.","Meningococcal Infections|Meningococcal Meningitis","No","Interventional","March 2007","January 2008","MenACWY CRM|Meningococcal ACWY Conjugate vaccine","Biological|Biological","Phase 3","All","55 Years","11 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","3539",,"23|5"
4217,"Completed","The purpose of this study is to evaluate the safety of a new conjugate vaccine, NmVac4-A/C/Y/W-135-DT, compared to the safety of a similar, licensed meningococcal A/C/Y/W-135-DT conjugate vaccine. The investigators will also evaluate the production of antibodies to of NmVac4-A/C/Y/W-135-DT™ conjugate vaccine compared to the licensed vaccine, as a measure of vaccine effectiveness.","Meningococcal Meningitis|Meningococcal Infections","Accepts Healthy Volunteers","Interventional","November 2011","January 2013","meningococcal meningitis conjugate vaccine, quadrivalent|meningococcal meningitis conjugate vaccine, quadrivalent","Biological|Biological","Phase 1","All","50 Years","18 Years","Prevention","Parallel Assignment","United States","Randomized","60",,
4218,"Completed","To determine if treatment of MAC infection in HIV-1 infected persons is associated with the decreases in plasma levels of TNF-alpha.||Infection with MAC is a poor prognostic indicator in persons with AIDS. Evidence suggests that this poor outcome is not simply a reflection of greater immune impairment in AIDS patients with MAC infection, but rather may be a direct or indirect consequence of infection with mycobacterium. Survival of AIDS patients with MAC is shorter than those without MAC. Studies show that treatment for MAC improves the survival of MAC infected patients to nearly the survival of AIDS patients without MAC. Treatment of MAC with clarithromycin containing regimens is associated with decreased symptoms and prolonged survival. There is evidence, however, that mycobacterial infection may enhance propagation of the human immunodeficiency virus through mechanisms that may involve enhanced expression of pro inflammatory cytokines. It is unclear to what extent cytokine abnormalities contribute to this symptom complex and to what extent treatment of MAC infection will reverse these cytokine abnormalities.","Mycobacterium Avium-Intracellulare Infection|HIV Infections","No","Observational",,,,,,"All",,"13 Years",,,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States",,"24",,
4219,"Terminated","This is a multicenter, randomized, open-label, noninferiority trial of telavancin versus standard IV therapy control (e.g., vancomycin, daptomycin, anti-staphylococcal penicillin (PCN), or cefazolin) in the treatment of subjects with complicated Staphylococcus aureus (S. aureus) bacteremia and SA right-sided infective endocarditis (SA-RIE).","Bacteremia","No","Interventional","December 2014","April 12, 2018","Telavancin|Vancomycin|Daptomycin|Synthetic penicillin|Cefazolin","Drug|Drug|Drug|Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","United States","Randomized","121","3|5","16|13"
4220,"Completed","To determine the persistence of protective antibody levels for subjects who seroconverted after vaccination with NmVac4-A/C/Y/W-135-DT™||Participants in trial # JN-NM-002, who seroconverted for serogroups A and C will be contacted and asked to provide a blood sample at 12-24 months after vaccination with NmVac4-A/C/Y/W-135-DT.||Serum Bactericidal Assays will be performed to evaluated duration of protective antibody titer for NmVac4-A/C/Y/W-135-DT for all four serogroups. To determine if subjects who seroconverted with lower titers retain protective levels of antibody (titer ≥:8) at 12-24 months after vaccination.","Meningococcal Meningitis|Meningococcal Infections","Accepts Healthy Volunteers","Observational","June 2015","September 2015","NmVac4-A/C/Y/W-135-DT™","Biological",,"All","55 Years","18 Years",,,"United States",,"50",,
4221,"Completed","This study is aimed at assessing the safety and immunogenicity of different doses and formulations of a new Novartis Meningococcal B Recombinant Vaccine.","Meningococcal Meningitis|Meningococcal Infections","Accepts Healthy Volunteers","Interventional","July 2009","February 2012","Meningococcal B vaccine|Meningococcal B vaccine|Meningococcal B vaccine|Meningococcal B vaccine|Meningococcal B vaccine|Meningococcal B vaccine|Control|Meningococcal B vaccine with antipyretic","Biological|Biological|Biological|Biological|Biological|Biological|Biological|Biological","Phase 2","All","89 Days","55 Days","Prevention","Parallel Assignment","Argentina|Chile|Chile|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Czech Republic|Hungary|Hungary|Hungary|Hungary|Hungary|Hungary|Hungary|Hungary|Hungary|Hungary|Hungary|Italy|Italy|Italy|Italy|Italy|Italy","Randomized","1507",,"16|20|12|20|13|16|11|15|14|7|12|5|15|9|9|14"
4222,"Completed","This study will evaluate the safety and immune response of Novartis Meningococcal ACWY conjugate vaccine in healthy adolescents and adults.","Meningococcal Meningitis|Meningococcal Infections","Accepts Healthy Volunteers","Interventional","May 2007","February 2008","Meningococcal ACWY Polysaccharide Vaccine|MenACWY CRM (19 to 55 years)|Meningococcal ACWY Conjugate Vaccine|Novartis MenACWY Vaccine (56 to 65 Years)","Biological|Biological|Biological|Biological","Phase 3","All","65 Years","19 Years","Prevention","Parallel Assignment","Argentina|Colombia","Randomized","2831",,"11|1|8|1"
4223,"Completed","The objective of the study is to determine the efficacy and safety of 0.5% and 2% PRO 2000/5 gels compared to placebo in preventing vaginally acquired HIV infection.","HIV Infections|Gonorrhea|Chlamydial Infections|Genital Herpes","Accepts Healthy Volunteers","Interventional","October 2005","September 2009","PRO 2000/5|Placebo","Drug|Drug","Phase 3","Female",,"16 Years","Prevention","Parallel Assignment","South Africa|South Africa|South Africa|Tanzania|Uganda|Zambia","Randomized","9404",,
4224,"Completed","Patients in the intensive care unit are at risk for many infections because the severity of illness and the procedures necessary to care for them. This study is designed to look at a change in bathing procedure as a method to reduce infections. Currently, patients at John H. Stroger Hospital are cleansed with soap and water. However, preliminary data from a previous study at Rush University Medical Center showed that a chlorhexidine (CHG)-impregnated cloth (2% CHG Antiseptic Cloth system, Sage Products, Inc.) decreased skin bacteria and may lessen bacteria in the blood stream. The 2% CHG Antiseptic Cloth system is a non-irritating, no-rinse, cleansing and moisturizing product that contains 2% chlorhexidine gluconate. The goal of this proposed study is to further evaluate the effectiveness of the 2% CHG Antiseptic Cloth system compared with soap and water in cleansing the skin and preventing bacteria from entering the bloodstream.","Nosocomial Infection|Bacteremia|Sepsis|Pneumonia|Urinary Tract Infection|Clostridium Infection","No","Interventional","June 2005","July 2006","2% chlorhexidine gluconate impregnated cloth","Drug","Phase 1","All",,"16 Years","Prevention","Crossover Assignment","United States","Randomized","208",,
4225,"Not yet recruiting","Worldwide emergence of extended-spectrum β-lactamase-producing Enterobacteriaceae (ESBL-E) had become a major problem in ICU, with at least 10% of incidence at the admission in Europe. A systematic rectal swab is used in 70% of French ICU to detect intestinal ESBL-E carriage The relationship between intestinal carriage and ICU-acquired infection is not perfectly known. The investigators conducted a five years study monocentric retrospective observational cohort in patients with presence of extended-spectrum β-lactamase-producing Enterobacteriaceae in systematic rectal swabs to investigate which type of infections and which bacteria are involved.||The investigators also collect data about antibiotherapy used to treat these infections.","Ventilator Associated Pneumonia|Bacteremia|Abdominal Infection|Enterobacteriaceae Infections","No","Observational","June 1, 2021","December 1, 2021","observational","Other",,"All",,"18 Years",,,"France",,"350",,
4226,"Recruiting","Background:||Lyme disease is the most common tick-borne disease in the United States, but other diseases transmitted by ticks have also been on the rise in recent years. Early symptoms of a tickborne disease include fever, headache, fatigue and possible rash. Researchers want to collect information and samples from people with Lyme disease and other tick-borne illnesses to better understand and diagnose these diseases.||Objective:||To evaluate and follow people with tick-borne diseases to help researchers learn more about these infections.||Eligibility:||People ages 18 and older who have or are suspected of having a tick-borne infection.||Design:||Participants will have an initial visit, and visits about 1, 6, and 12 months later. The visits can include a physical exam, blood tests, collection of blood, urine and saliva samples for research, and filling out health-related questionnaires. Participants who have the rash of Lyme disease may be invited to have up to 3 skin punch biopsies of the rash for research.","Lyme Disease|Tick-Borne Disease","No","Observational","October 19, 2021","May 31, 2030",,,,"All",,"18 Years",,,"United States",,"200",,
4227,"Completed","Primary Objective:||1. To evaluate the performance of the new T-SPOT.TB test and the conventional TST for screening of Latent Tuberculosis infections in patients with cancer and those undergoing Hematopoietic Stem Cell Transplant.||Secondary Objectives:||To examine the factors associated with positive response to T-SPOT.TB and the TST (tuberculin skin test) in patients with anergy.|To determine the impact of immunosuppressive and antineoplastic therapy on the screening performance of T-SPOT.TB and the TST in cancer patients.","Advanced Cancer","No","Observational","June 2007","May 2011","T-SPOT TB test","Other",,"All",,,,,"United States",,"24",,
4228,"Unknown status","This study is part of a project that aims to develop a vaccine with N. lactamica that prevents meningitis. The investigators have previously given nose drops containing N. lactamica to over 340 volunteers, and shown that many of the volunteers (35-60%) become colonised without causing any illness or disease. In the future the investigators would like to modify N. lactamica so that it can carry vaccine molecules into the nose of children. To do this the investigators need to know more about the immune response generated against N. lactamica. Previously the investigators have shown that inoculation resulted in an immune (antibody) response in volunteers who were colonised. Taking an antibiotic called ciprofloxacin will treat N.lactamica in the nose and throat of the volunteers. The investigators need to know if the immune response to N. lactamica is the same when colonised volunteers are treated with the antibiotic after 4 days, is the same if the investigators treat volunteers after 14 days of carriage. This information will inform future studies.","Meningitis, Meningococcal","Accepts Healthy Volunteers","Interventional","February 15, 2017","February 2020","Neisseria lactamica","Biological","Not Applicable","All","45 Years","18 Years","Prevention","Parallel Assignment","United Kingdom","Non-Randomized","44",,
4229,"Unknown status","The aim of the investigators' study was to evaluate oral and non carbapenem antimicrobial agents which can be used in outpatient for the treatment of non-bacteremic acute pyelonephritis caused by Extended Spectrum Beta Lactamase Escherichia coli. This study was conducted to compare the clinical and bacteriological outcomes of patients with non-bacteremic acute pyelonephritis caused by Extended Spectrum Beta Lactamase Escherichia coli who were treated with intravenous (IV) carbapenems followed by oral sitafloxacin or IV ertapenem.","Infection Due to Escherichia Coli|Acute Pyelonephritis","No","Interventional","November 2012","May 2016","Sitafloxacin|Ertapenem","Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","Thailand","Randomized","96",,
4230,"Unknown status","To follow-up the latent tuberculosis infection and evaluate the risk of developing active tuberculosis in patients with severe chronic kidney disease or receiving long-term dialysis","To Determine the Prevalence of Latent Tuberculosis in Each Group|To Monitor the Occurrence of Active Tuberculosis","No","Observational","March 2012",,,,,"All",,"20 Years",,,"Taiwan",,"500",,
4231,"Completed","The purpose of this study is to determine whether CVD 1208S (a live, attenuated, oral vaccine) is safe and effective in the prevention of Shigella infection.","Shigella","Accepts Healthy Volunteers","Interventional","July 2011","September 2012","CVD 1208S, a Shigella flexneri 2a live, oral vaccine|Placebo","Biological|Other","Phase 1","All","45 Years","18 Years","Prevention","Parallel Assignment","United States|United States","Randomized","26",,
4232,"Recruiting","Pertussis is a vaccine preventable disease caused by Bordetella pertussis. Older children and adolescents with pertussis continue to be a significant source of infection for incompletely vaccinated infants who are in harm for developing severe disease. The primary objective of our study is to estimate the duration of protection elicited by the current vaccination schedule against pertussis in Croatia.","Immunogenicity, Vaccine","No","Interventional","January 15, 2021","September 8, 2022","ELISA IgG Testkit","Diagnostic Test","Not Applicable","All","18 Years","6 Years","Prevention","Single Group Assignment","Croatia","N/A","1500",,
4233,"Unknown status","The objective of this trial is to find the rationale and the optimal dose and duration of regimen for the eradication of H. pylori infection using different proton pump inhibitors.","Peptic Ulcer With H. Pylori Infection|Gastritis With H. Pylori Infection","No","Interventional","June 2004","April 2005","Rabeprazole vs. Esomeprazole","Drug","Not Applicable","All",,"18 Years","Treatment","Crossover Assignment","Taiwan","Randomized","80",,
4234,"Completed","The purpose of this study is to determine if azithromycin, a drug approved for treatment of other infections, is as effective for syphilis (a sexually transmitted disease) as the standard treatment. Approximately 600 healthy adults, who are HIV-negative, ages 18 to 55 years of age, with primary, secondary or early latent syphilis, will participate in this research study. Volunteers will be enrolled in 5 U.S. cities and in Madagascar. Participants will be chosen randomly (by chance) to receive 1 of 2 study drugs: benzathine penicillin given (2 shots in the buttocks) or 4 tablets of azithromycin. Subjects who report a history of a penicillin allergy will be given either 2.0 g of oral azithromycin or 100 mg doxycycline taken orally, twice a day for 14 days. Over 2 years, 10 visits will be required. Procedures will include blood samples, physical exams, and swabs of sores.","Syphilis","Accepts Healthy Volunteers","Interventional","June 2000","March 2009","Azithromycin|Benzathine Penicillin|Doxycycline","Drug|Drug|Drug","Phase 3","All","55 Years","18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|Madagascar|Madagascar|Madagascar","Randomized","593",,
4235,"Not yet recruiting","The primary objective of the study is to determine whether dietary intervention to increase fiber and decrease fat reduces C. difficile infection recurrence in a cohort of oncology patients.","Leukemia, Lymphocytic, Acute|Leukemia, Myeloid, Acute|Lymphoma|Clostridium Difficile Infection","No","Interventional","December 1, 2021","March 18, 2025","Diet Intervention","Other","Not Applicable","All",,"9 Years","Supportive Care","Parallel Assignment","United States|United States","Randomized","124",,
4236,"Completed","PRIMARY: To assess the tolerability of the combination regimen of clarithromycin plus ethambutol with or without clofazimine in patients with disseminated Mycobacterium avium Complex (dMAC).||SECONDARY: To determine the proportion of patients achieving a sterile blood culture along with the time required to achieve it. To determine the duration of bacteriological response, defined as length of time that blood cultures remain sterile.","Mycobacterium Avium-intracellular Infection|HIV Infections","No","Interventional","January 1994","March 1995","Ethambutol hydrochloride|Clarithromycin|Clofazimine","Drug|Drug|Drug","Not Applicable","All",,"13 Years","Treatment",,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Puerto Rico",,,,
4237,"Recruiting","Bloodstream infections are frequent in children admitted to the hospital for severe febrile illness in sub-Saharan Africa.Ongoing blood culture surveillance at Kisantu Hospital showed non-typhoidal Salmonella (NTS) as the first cause of bloodstream infections in children. Bloodstream infections have a high case fatality (15 - 20%). Outcome of bloodstream infections is dependent on timely diagnosis and treatment. However, observations at Kisantu Hospital showed that many children arrive late and die early after admission.||By interviewing caregivers of severely ill children admitted to Kisantu Hospital, the investigators aim to study their health itinerary, i.e. the sequence of all actions of health care seeking and care provision between the onset of febrile illness and the admission at the hospital. The investigators aim to assess the health itinerary according to the ""three delays"" model. The three delays model studies delays and practices at the level of health care seeking, of transport and of start of antibiotic treatment.10 Visits to referring health centers will provide complementary information about diagnosis, treatment and referral practices. In hospital follow-up will allow to assess the outcome according to the duration of health itinerary. The results of routine laboratory tests upon hospital admission will allow to stratify the health itinerary according to fever etiology.||The results of this study will allow to understand the duration of the health itinerary, its possible association with case-fatality, and factors explaining for delays at every level. This information is expected to orient local health policy makers towards interventions shortening the duration of the health itinerary and in that case improve and monitor the referral system. In addition, the study results are expected to orient towards further research to understand health seeking behavior (i.e. focus-group discussions and community-based studies).","Bloodstream Infection|Health Care Utilization|Malaria,Falciparum|Salmonella Infection Non-Typhoid|Febrile Illness",,"Observational","February 1, 2021","July 31, 2021",,,,"All","5 Years",,,,"Congo, The Democratic Republic of the",,"1000",,
4238,"Terminated","Research question: Do oral probiotics in patients with cirrhosis and ascites reduce intestinal bacterial concentrations, ascitic bacterial DNA, SBP and bacteraemia compared to antibiotics or placebo?||This study is designed to investigate the effects of an oral probiotic (VSL#3; a mixture of ""healthy"" bacteria for the intestines) compared to an antibiotic or placebo in preventing infection developing in the abdominal fluid (""ascites"") that collects in patients with advanced liver disease (""cirrhosis""). Patients already having had infection will be excluded from the study. Clear inclusion and exclusion criteria will be met and patients will be monitored throughout the study to examine whether they have required more hospitalisations, their rate infection in abdominal fluid or elsewhere and the level of liver function.","Decompensated Cirrhosis|Ascites","No","Interventional","February 2012","October 2014","cotrimoxazole|VSL#3 active|VSL#3 placebo","Drug|Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United Kingdom","Randomized","10",,
4239,"Completed","The purpose of this study is to evaluate immunogenicity of BK1310 for all antigens (anti-PRP, diphtheria toxin, pertussis, tetanus toxin, and polio virus), after 3 times of injection, when compared noninferiority with co-administration of ActHIB® and Tetrabik, as well as efficacy and safety, in healthy infants.","Tetanus|Diphtheria|Pertussis|Poliomyelitis|Bacterial Meningitis","Accepts Healthy Volunteers","Interventional","April 1, 2019","August 10, 2020","DPT-IPV-Hib|Hib vaccine|DPT-IPV","Biological|Biological|Biological","Phase 3","All","42 Months","2 Months","Prevention","Parallel Assignment","Japan","Randomized","267",,
4240,"Unknown status","HIV induced altered representation and function of regulatory T cell subsets (NKT and Treg cells) impair the protective T cell response against M.tuberculosis and disrupts LTBI, thus facilitates faster progression and development of severe forms of clinical TB in HIV-TB co-infection.","Latent Tuberculosis Infection|HIV Infections|Tuberculosis","Accepts Healthy Volunteers","Observational","July 2008","March 2010",,,,"All","65 Years","18 Years",,,"India",,"180",,
4241,"Completed","Phase 1, randomized, double-blind, placebo controlled, dose-escalation, inpatient study of single doses of S. sonnei. Health adult subjects, ranging in age from 18 to 45 years of age (inclusive) will be screened. Enroll serial groups up to 90 subjects. The primary objective is to evaluate safety and tolerance of WRSs2 by monitoring presence, frequency and severity of clinical signs and symptoms. A secondary objective is to evaluate the immune response in blood and stool following ingestion of WRSs2 and WRSs3.","Shigella Infection","Accepts Healthy Volunteers","Interventional","January 7, 2013","May 12, 2015","Placebo|WRSs2|WRSs3","Other|Biological|Biological","Phase 1","All","45 Years","18 Years","Prevention","Parallel Assignment","United States","Randomized","89",,
4242,"Completed","Chlamydial infection is a common, sexually transmitted disease which women can have without knowing. Untreated, it can lead to an infection of the womb and fallopian tubes called pelvic inflammatory disease (PID), which can cause infertility. There has been only one trial of chlamydia screening and this was in American women in 1992 and used outdated tests. We now need to see if screening using modern tests and self-taken swabs works in a high risk, young, multiethnic female population in the United Kingdom (UK).||The study is a randomised trial. It will involve asking women students in college bars to complete confidential questionnaires on sexual health and to provide self-administered vaginal swabs. We have successfully done this in a small pilot study. Participants will be told that the tests are for research purposes only and that if they think they may have been at risk of a sexually transmitted infection they should get checked at a clinic. If the trial shows that chlamydia screening using these new methods prevents PID, extending this community-based intervention nationwide could improve women's reproductive health and wellbeing and might prevent some women from becoming infertile","Pelvic Inflammatory Disease|Chlamydia Infections","Accepts Healthy Volunteers","Interventional","September 2004","December 2008","Screening for chlamydia using self-taken vaginal swabs","Procedure","Not Applicable","Female","27 Years","16 Years","Prevention","Parallel Assignment","United Kingdom","Randomized","2531",,
4243,"Completed","The objectives of this multinational study are to assess the clinical outcomes of patients with Acinetobacter bloodstream infection and to further assess the predictors of mortality in this patient population. We also aim to characterize the molecular epidemiology of this remarkable organism in an attempt to further understand its transmission dynamics on a global level and to determine whether increased pathogenicity is geographically dependent.","Acinetobacter Infections","No","Observational","April 2009","December 2017",,,,"All",,"18 Years",,,"United States",,"100",,
4244,"Completed","Safety and efficacy of direct thrombin inhibitors versus enoxaparin in patients with staphylococcus aureus bacteraemia.||The study hypothesizes that inhibition of the coagulase-activity of S. aureus by direct thrombin inhibitors is safe and translates into a better outcome of patients with S. aureus bacteremia.","Staphylococcus Aureus Bacteraemia","No","Interventional","January 2013","July 2016","direct thrombin inhibition|enoxaparin","Drug|Drug","Phase 2","All","90 Years","18 Years",,"Parallel Assignment","Belgium","Randomized","94",,
4245,"Completed","Prospective data collection of all patients with microbiologically proven mycobacteria tuberculosis infection treated at Singapore General Hospital.","Tuberculosis","No","Observational","May 2012","May 2018",,,,"All",,"21 Years",,,"Singapore",,"4600",,
4246,"Completed","This is a prospective cohort study of persons tested for latent tuberculosis infection at either high risk for exposure to Mycobacterium tuberculosis or high risk for progression to tuberculosis disease. The study will assess the relative performance and cost of three diagnostic tests for latent tuberculosis infection (tuberculin skin test, QuantiFERON-TB Gold In-Tube, and T-SPOT.TB) and will examine the rates of positive results among the cohort. This study will also determine the risk and rate of progression to active TB disease, overall and by the results of the three tests.","Latent Tuberculosis Infection|Tuberculosis","No","Observational","October 2012","December 31, 2020",,,,"All",,,,,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States",,"21334",,
4247,"Completed","Hypothesis:||Lower doses of each A/C/Y/W135 component of the meningococcal polysaccharide vaccine could confer a similar functional immunogenic response as the dose of 50 μg currently being used, and subsequently be equally protective.||The purpose of this study is to evaluate the use of fractional dose tetravalent meningococcal polysaccharide vaccine to control outbreak especially caused by N. meningitidis serogroup W135||Primary Objectives:||To measure the immunogenicity of a dose corresponding to one fifth of the amount of the licensed meningococcal A/C/Y/W135 polysaccharide vaccine, i.e. 10 μg for each component; and|To measure the immunogenicity of a dose corresponding to one tenth of the licensed meningococcal A/C/Y/W135 polysaccharide vaccine, i.e. 5 μg for each component.","Infections, Meningococcal|Meningitis, Meningococcic","Accepts Healthy Volunteers","Interventional","June 2004","November 2006","A, C, Y, W135 meningococcal polysaccharide vaccine","Biological","Phase 4","All","20 Years","2 Years","Prevention","Parallel Assignment","Norway|Uganda","Randomized","720",,
4248,"Completed","Young men who have sex with men (YMSM) account for almost 70% of HIV diagnoses among all young people in the U.S. and are alone in facing an increasing rate of infections. Because YMSM are less likely to receive relevant sexual health education in traditional settings (e.g. schools, community), the Internet is a unique route of reaching and helping YMSM.||The purpose of this study is to compare two different versions of an online HIV prevention program for YMSM. The study is being conducted by researchers at Northwestern University in Chicago, Hunter College in New York City, and Emory University in Atlanta. A total of 900 YMSM will be enrolled into this study from the clinics of community partners in Chicago, New York, and Atlanta.||Participants will be randomly assigned to one of two versions of the program. Some topics in the program include HIV facts and myths, sexually transmitted infections (STIs), and condom use. All participants, regardless of the program version they receive, will also take at-home urine and rectal tests for the STIs chlamydia and gonorrhea. After completing the program, participants will be contacted three more times over the course of a year for follow-up sessions and surveys.||The research team hypothesizes that the YMSM-specific prevention program will lead to a significant reduction in the frequency of unprotected anal sex acts and new STI infections compared to the HIV knowledge program that is for a general audience. The YMSM-specific program will also lead to improvements in secondary knowledge, motivation, and skills outcomes.||In order for the research team to measure the effectiveness of the YMSM-specific prevention program and determine if the study hypothesis is correct, participants will be asked questions about themselves, including questions about their sexual orientation, sexual experiences, health practices, including drug use, health knowledge, and questions about their feelings and emotions. Based on this information, the research team hopes to later change, improve, or expand the program to better address the needs of YMSM.","HIV|Gonorrhea|Chlamydia","Accepts Healthy Volunteers","Interventional","May 2013","March 2017","Keep It Up!|HIV Knowledge Control","Behavioral|Behavioral","Not Applicable","Male","29 Years","18 Years","Prevention","Parallel Assignment","United States|United States|United States","Randomized","901","0|0","11|13"
4249,"Completed","To compare the safety and efficacy of two doses of clarithromycin in combination with ethambutol and either rifabutin or clofazimine for the treatment of disseminated Mycobacterium avium Complex (MAC) disease in AIDS patients.||Recommendations have been issued for AIDS patients with disseminated MAC to be treated with at least two antimycobacterial agents and for every regimen to include a macrolide (clarithromycin or azithromycin). However, the optimal treatment for disseminated MAC remains unknown.","Mycobacterium Avium-intracellulare Infection|HIV Infections","No","Interventional",,"August 1996","Ethambutol hydrochloride|Clarithromycin|Clofazimine|Rifabutin","Drug|Drug|Drug|Drug","Phase 3","All",,"13 Years","Treatment",,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States",,"400",,
4250,"Completed","The aim of this study is to provide information on the persistence of bactericidal antibodies following Menactra booster vaccination in study MTA77 ( NCT01442675).||Objective:||To evaluate the persistence of antibody responses (determined by a serum bactericidal assay using human complement (SBA-HC)) approximately 4 years after the administration of a booster dose of Menactra vaccine in trial MTA77","Meningitis|Meningococcal Meningitis|Meningococcal Infections","Accepts Healthy Volunteers","Interventional","December 2015","March 2016","Meningococcal (Groups A, C, Y, and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine","Biological","Phase 4","All",,"18 Years","Treatment","Single Group Assignment","United States|United States|United States|United States","N/A","110",,"0"
4251,"Terminated","A study to evaluate the efficacy of inhaled molgramostim administered open-label to adult cystic fibrosis (CF) subjects with chronic pulmonary nontuberculous mycobacterial (NTM) infection, with or without ongoing antimycobacterial guideline based combination therapy.","Mycobacterium Infections, Nontuberculous|Cystic Fibrosis (CF)","No","Interventional","June 20, 2019","October 2, 2020","Molgramostim nebulizer solution|PARI eFlow nebulizer system","Drug|Device","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States","Non-Randomized","14","0|0|0","2|1|1"
4252,"Completed","Observer-blind, partially randomized, multi-center dose escalation Phase I study in healthy adults below 40 years of age.||180 subjects will be enrolled in 6 treatment groups (different doses; different formulation: with/without adjuvant); vaccinations will be given I.M.(intramuscular) into the deltoid region on Days 0, 28 and 56. Study participants will be followed up until one year after first vaccination.||Booster Extension:||Subjects in the 48µg and 90µg Treatment groups who received a complete Primary immunization schedule will be included into a Booster Extension 13 months after the first immunization.","Lyme Borreliosis, Nervous System","Accepts Healthy Volunteers","Interventional","January 2017","January 16, 2019","VLA15 with Alum|VLA15 without Alum","Biological|Biological","Phase 1","All","39 Years","18 Years","Prevention","Parallel Assignment","United States|United States|Belgium","Randomized","179",,
4253,"Completed","Major changes in the epidemiological characteristics of bacterial meningitis have been observed as a result of changes in behaviour, human interventions (use of antibiotics, prophylactic vaccinations), as well as poorly elucidated mechanisms responsible for epidemic outbreaks.||The objective of this study is to identify the determinants of in-hospital mortality of bacterial meningitis in adults.||Hypothesis : the standardized data collection concerning cases of bacterial meningitis in adults with telephone follow-up would allow analysis of the determinants of mortality and neurosensory sequelae, description of the psychosocial impact and proposal of new treatment strategies.","Meningitis, Bacterial","No","Observational","March 2013","June 2017",,,,"All",,"18 Years",,,"France",,"527",,
4254,"Not yet recruiting","This study aims to implement a targeted 4CMenB immunisation program in young people aged 14-19 years in the Northern Territory (NT). As part of the NT program consenting 14-19 year olds will receive 2 doses of the licensed 4CMenB vaccine. An oropharyngeal swab will be collected on the same day as the first dose of the vaccine and 12 months later to assess carriage of Neisseria meningitidis. The first swab will assess baseline carriage prevalence among 14-19 year olds in the NT. The swab taken 12 months later will provide data on the change in carriage that may occur after implementation of the immunisation program. Emerging evidence suggests that the 4CMenB vaccine may be protective against gonorrhea. Therefore, vaccine effect (impact and effectiveness) against both invasive meningococcal disease (IMD) and gonorrhea in the NT will be assessed using data from the above study comparing notifications between vaccinated and unvaccinated as well as comparing pre and post implementation periods.","Gonorrhea|Meningococcal Disease","Accepts Healthy Volunteers","Observational","February 1, 2021","December 31, 2024","Licenced 4CMenB Vaccine","Biological",,"All","19 Years","14 Years",,,,,"7100",,
4255,"Unknown status","IBIS is a prospective, observational study, which aims to assess the cost of CDI per day, hospitalization and year including description of incremental costs in hospitalized patients, and recurrent episodes, in German hospitals. Exposure to CDI drugs will not be influenced and remains at the discretion of the treating physician.||In addition to treatment, Health-related quality of life (HRQL) will be analyzed using standardized questionnaires.","Clostridium Difficile Infection|Clostridium Difficile Diarrhea","No","Observational","August 1, 2017","June 2019","Treatment of CDI","Other",,"All",,"18 Years",,,"Germany|Germany|Germany|Germany|Germany|Germany",,"541",,
