"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 1"
"MaxRank: 1000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
219,"Completed","Detecting serious bacterial infections (SBI) in children presenting to the Pediatric Emergency Department (PED) with fever without source (FWS) is a frequent diagnostic challenge. The recently described Lab-score, based on the combined determination of Procalcitonin, C-Reactive Protein (CRP) and urine dipstick results, has been shown an accurate tool for SBI prediction on retrospective cohorts. The investigators aimed to assess the usefulness of the Lab-score in safely decreasing unnecessary antibiotic prescriptions in children with FWS, and to prospectively determine the diagnostic characteristics of the Lab-score compared to other classically used SBI biomarkers (white blood cell (WBC) count, band count and CRP).","Fever Without Source","No","Interventional","September 2010","July 2013","Allocation to the Lab-score group|Allocation to the control group","Biological|Biological","Not Applicable","All","3 Years",,"Diagnostic","Parallel Assignment","Switzerland","Randomized","278",,"0|0"
220,"Recruiting","This study will assess the pharmacokinetics, safety, and tolerability of single and multiple doses of intravenous ceftazidime-avibactam in hospitalized infants and neonates from 26 weeks gestation to 3 months of age. In Part A of the study all patients will receive a single dose of ceftazidime-avibactam. In Part B all patients will received multiple doses of ceftazidime-avibactam. Efficacy will be assessed in the infants and neonates receiving multiple doses of ceftazidime-avibactam.","Gram-negative Bacterial Infection","No","Interventional","January 15, 2020","August 23, 2022","Part A: Single Dose Ceftazidime-Avibactam, Cohorts 1-3|Part B: Multiple-dose Ceftazidime-Avibactam, Cohorts 1-3","Drug|Drug","Phase 2","All","88 Days",,"Basic Science","Single Group Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Estonia|Estonia|Greece|Greece|Greece|Greece|Hungary|Hungary|Hungary|Hungary|India|India|Italy|Italy|Italy|Philippines|Philippines|Philippines|Philippines|Philippines|Slovakia|Slovakia|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan","Non-Randomized","48",,
221,"Unknown status","The purpose of this study is to evaluate the PK/PD parameters, safety and efficacy of extended infusion of beta-lactams in intensive care patients who are infected with Gram-negative bacteremia or pneumonia at National Taiwan University Hospital (NTUH).","Gram-Negative Bacterial Infections","No","Interventional","February 2012","December 2015","Beta-Lactams|Beta-Lactams","Drug|Drug","Not Applicable","All",,"18 Years","Treatment","Parallel Assignment","Taiwan","Randomized","100",,
222,"Completed","This study will treat pediatric patients who have infections that are due to a specific bacteria (Vancomycin-Resistant Enterococcus)","Bacterial Infections","No","Interventional","February 2002","May 2004","Zyvox® / Linezolid","Drug","Phase 3","All","17 Years",,"Treatment","Single Group Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","13",,
223,"Withdrawn","The quality of life of carriers detected infected or colonized by emerging highly resistant bacteria (BHRe) following the implementation of specific hygiene measures during the discovery of the microorganism has been little studied. To date, there have been no studies to determine the quality of life (QoL) in France of patients with hospitalized HBHRD.","Bacterial Infections","No","Observational","November 16, 2020","February 2021","Quality of life questionnaire","Other",,"All",,"18 Years",,,,,"0",,
224,"Recruiting","This is a laboratory evaluation of a new testing methodology for microbiological diagnosis, whereby participant samples received as part of routine care will be divided between the standard diagnostic pathway and this new pathway: metagenomic next generation sequencing (mNGS). Results obtained from the mNGS pathway will be compared against the standard diagnostic pathway in terms of sensitivity, specificity, accuracy and clinical impact. The samples will be identified at Wellington Southern Community Laboratories (WSCL), which provides laboratory services for Capital and Coast District Health Board, and forwarded to the Institute of Environmental Science and Research (ESR) to undergo mNGS testing.","Bacterial Infections","No","Interventional","May 1, 2021","May 2022","Metagenomic next generation sequencing using Oxford Nanopore|Standard microbiological diagnostic pathway","Diagnostic Test|Diagnostic Test","Not Applicable","All",,,"Diagnostic","Single Group Assignment","New Zealand","Non-Randomized","400",,
225,"Unknown status","Compare efficacy and safety of 10-day triple therapy (rabeprazole, clarithromycin and amoxicillin) plus N-acetylcystein versus 10-day concomitant therapy (rabeprazole, clarithromycin, amoxicillin and metronidazole) for re-eradication for gastric Helicobacter pylori infection.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","No","Interventional","June 2011","December 2012","10RAC+acetylcystein|10RAC+metronidazole","Drug|Drug","Phase 4","All","80 Years","20 Years","Treatment","Parallel Assignment","Taiwan","Randomized","120",,
226,"Completed","The objective of this extension study is the initial assessment of safety and immunogenicity of the second dose of GBS Trivalent Vaccine following the time interval that is close to the inter-pregnancy interval observed in the general population.","Bacterial Infection Due to Streptococcus, Group B","Accepts Healthy Volunteers","Interventional","March 29, 2016","November 2, 2016","GBS Trivalent Vaccine","Biological","Phase 2","Female","46 Years","22 Years","Prevention","Parallel Assignment","Belgium","Non-Randomized","80","0|0|0|0|0|0","0|0|0|0|0|0"
227,"Completed","The purpose of this study is to compare between the POCone® to the UBiT®-IR300 in measuring 13CO2/12CO2 ratio in breath samples when used together with the BreathTek® UBT (urea breath test) Kit and the pUHR-CA web-based software program in identifying H. pylori infection in pediatric subjects.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","No","Interventional","July 2012","April 2013","Pranactin citric solution","Other","Phase 4","All","18 Years","3 Years","Diagnostic","Single Group Assignment","United States|United States|United States","N/A","99",,"0"
228,"Withdrawn","The safety and tolerability of hLF 1-11 given in multiple doses has to be established first in HSCT recipients who are at risk of developing, but have not yet developed, infectious complications due to invasive fungal or bacterial disease. These patients are different from healthy volunteers because they have received myeloablative treatment, which not only arrests haematopoiesis resulting in neutropenia but also induces mucosal barrier injury both of which predispose to infections, which typically occur during the week after transplant. It is therefore essential to know that hLF 1-11 is safe and well tolerated when given during neutropenia and mucosal barrier injury before infections ensue.","Fungal Infection|Bacterial Infection","No","Interventional","November 2008","June 2009","human lactoferrin (hLF1-11)","Drug","Phase 1|Phase 2","All",,"18 Years","Prevention","Single Group Assignment","Netherlands","N/A","0",,
229,"Unknown status","This project entitled ""Impaired secretory IgA and mucosal immunity in cystic fibrosis"" is a research program which aims to determine, owing to national (KULeuven) and international (Descartes university Paris, university of Torino) collaborations for expertise and access to human material, whether a defect exists for the production of IgA antibodies in the lung from patients with this serious genetic disease. These antibodies line and protect normally the airways, and are secreted through a specific epithelial receptor called pIgR (polymeric immunoglobulin receptor); its expression and regulation will be studied in lung tissue and in cell cultures of the lung epithelium from these patients. The link between the putative IgA defect and chronic bacterial infection with Pseudomonas aeruginosa, which often complicates the evolution of the disease, will also be evaluated ex vivo and in vivo, in an animal model of lung infection.","Cystic Fibrosis","Accepts Healthy Volunteers","Observational","November 2015","December 2017","Lung explants|Sputum, nasal fluid and serum|Bronchoscopy","Other|Other|Procedure",,"All",,"18 Years",,,"Belgium",,"200",,
230,"Completed","Triple therapy (TT) comprising proton pump inhibitor (PPI), amoxicillin 1g and clarithromycin 500mg twice daily has long been considered one of the standard treatment for H. pylori infection as initial studies demonstrated success rates of > 90% on per protocol analysis (PP) and > 80% on intention to treat (ITT) analysis. However increasing bacterial resistance, especially to clarithromycin, has been reported and there are concerns that the efficacy of TT has decreased. Sequential therapy (ST) is an alternative first line therapy that consists of 5 days of treatment with a PPI and amoxicillin followed by 5-day treatment with the PPI and clarithromycin and metronidazole. The rationale for this approach is that amoxicillin may weaken the bacterial cell wall in the initial phase of treatment, and prevent the development of drug efflux channels that inhibit clarithromycin from binding to ribosomes and thus help to improve the efficacy of clarithromycin in the second phase of treatment. A recent meta-analysis based on mainly European studies showed that the success rate of ST compared to TT was 92.8 - 96% vs. 76.2 - 78.8%. Concomitant therapy (CT) is another alternative first line treatment that consists of 10 days of PPI, amoxicillin, clarithromycin and metronidazole. The rationale for using CT as a first line treatment option is to address the possibility of clarithromycin resistance which is increasingly encountered in clinical practice. Currently there are no randomized controlled studies that compared TT with ST in Singapore, although both regimens are being used in routine clinical practice. The hypothesis is that ST is superior to TT as first line treatment for H. pylori infection.||The study aim to compare 10-day TT versus 10-day ST versus 10-day CT as first line treatment for H. pylori infection in Singapore.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","No","Interventional","December 2011","June 2014","10 day triple therapy|10 day sequential therapy|10 day concomitant therapy","Drug|Drug|Drug","Phase 4","All",,"21 Years","Treatment","Parallel Assignment","Singapore","Randomized","462",,
231,"Completed","This study was designed to evaluate the efficacy of delafloxacin patients with acute bacterial skin and soft tissue infections (ABSSSI).","Skin and Subcutaneous Tissue Bacterial Infections","No","Interventional","April 2013","July 2014","Delafloxacin|Vancomycin|Aztreonam|Placebo","Drug|Drug|Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Croatia|Croatia|Croatia|Israel|Israel|Israel|Israel|Israel|Israel|Latvia|Latvia|Latvia|Latvia|Latvia|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Spain|Spain|Spain|Spain|Spain|Ukraine|Ukraine|Ukraine|Ukraine|Ukraine|Ukraine|Ukraine|Ukraine|Ukraine|Ukraine","Randomized","660","1|1","12|12"
232,"Completed","This is a randomized, double-blind, double-dummy, multicenter, global Phase 3 study of IV to oral TR-701 FA 200 mg once daily for 6 days versus IV to oral Zyvox® (linezolid) 600 mg every 12 hours for 10 days for the treatment of ABSSSI in adults. Patients are to start treatment with at least 2 IV doses and may receive IV therapy for the entire treatment duration.||Approximately 100 to 140 sites globally will participate in this study. Patients with an ABSSSI caused by suspected or documented gram positive pathogen(s) at baseline will be randomized 1:1 to study treatment.","Skin and Subcutaneous Tissue Bacterial Infections","No","Interventional","September 15, 2011","January 10, 2013","TR-701 FA|Linezolid","Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Brazil|Germany|Germany|Germany|Germany|Germany|Mexico|Mexico|Mexico|Mexico|New Zealand|New Zealand|Poland|Poland|Poland|Poland|Poland|Poland|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|South Africa|Spain|Spain|Spain|Spain|Spain|Spain","Randomized","666",,"7|9"
233,"Completed","The purpose of this study is to evaluate the safety, tolerability and immunogenicity of 3 formulations of the HR5I vaccine (Haemophilus influenzae type b conjugate, recombinant hepatitis B surface antigen, diphtheria, tetanus, 5-component acellular pertussis, and inactivated poliovirus Types 1, 2, and 3). The primary hypothesis is that at least 1 of the 3 formulations of HR5I administered as a primary series at 2, 4, and 6 months of age will be acceptable (similar to targeted rates) with respect to Postdose 3 antibody responses to all antigens.","Bacterial Infections; Virus Diseases","Accepts Healthy Volunteers","Interventional","May 2001","January 2003","AR51 (12, 10)|PR51 (3, 10)|PR51 (6, 10)|PENTACEL™|RECOMBIVAX HB™","Biological|Biological|Biological|Biological|Biological","Phase 2","All","9 Weeks","6 Weeks","Prevention","Parallel Assignment",,"Randomized","756",,
234,"Completed","The purpose of this study is to evaluate the safety, tolerability and immunogenicity of 4 different formulations of the HR5I vaccine (Haemophilus influenzae type b conjugate, recombinant hepatitis B surface antigen, diphtheria, tetanus, 5-component acellular pertussis, and inactivated poliovirus Types 1, 2, and 3). The primary hypothesis is that at least 1 of the 4 formulations of HR5I administered as a primary series at 2, 3, and 4 months of age will be acceptable (similar to targeted rates) with respect to Postdose 3 antibody responses to all antigens.","Bacterial Infections; Virus Diseases","Accepts Healthy Volunteers","Interventional","May 2001","March 2003","AR51 (12, 10)|PR51 (3, 10)|PR51 (6, 10)|PR51 (6, 15)","Biological|Biological|Biological|Biological","Phase 2","All","9 Weeks","6 Weeks","Prevention","Parallel Assignment",,"Randomized","708",,
235,"Completed","A Phase IV, multicenter study of hospitalized patients with complicated intra-abdominal infection.","Bacterial Infections","No","Interventional","July 2002","February 2004","Piperacillin/Tazobactam","Drug","Phase 4","All",,"18 Years","Treatment",,,,"262",,
236,"Completed","The purpose of this study is to determine whether MRX-I is as safe and effective as Linezolid in the treatment of adult patients with acute bacterial skin and skin structure infections","Bacterial Infections","No","Interventional","February 2015","September 2015","MRX-I|Linezolid","Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment",,"Randomized","120",,
237,"Completed","To collect the efficacy and safety information of Zithromax-SR related to their appropriate use in daily practice.","Bacterial Infections","No","Observational","October 2009","January 2011","Azithromycin SR","Drug",,"All",,,,,,,"502",,"0"
238,"Completed","The Temocillin prescription frequency may be increased in order to reduce the use of carbapenems to reduce the progressive increase in carbapenem resistance observed in recent years. The investigators wish to study the responsibility of Temocillin in the occurrence of adverse effects in patients in the hospital of Amiens receiving a treatment containing this molecule.","Bacterial Infection With One or More Extended Spectrum Betalactamases Remaining Susceptible to Temocillin","No","Observational","March 24, 2017","December 29, 2017","Adverse events detection","Drug",,"All",,"18 Years",,,"France",,"26",,
239,"Completed","During one month, from 1st to 30th November 2016, all patients admitted in one of the medical Dpt of our Hospital (Internal Medicine Dpt, Endocrinology, ICU) will be screened for multi-drug resistant bacteria carriage (after written consent). They will answer to a questionnaire about previous travel in a foreign country during the previous year, hospitalization or not during this travel.","Beta Lactam Resistant Bacterial Infection (Disorder)","No","Observational","November 2016","December 2016","rectal swab for Multi-Drug resistant bacteria","Biological",,"All",,"18 Years",,,"France",,"300",,
240,"Recruiting","This study seeks to identify and test host RNA expression profiles as markers for infections in young infants. Preliminary studies have shown high sensitivity and specificity for the discrimination of bacterial from non-bacterial infections in children, but the method has only been investigated in a limited number of young infants. The study aims to include 65 young infants with serious bacterial infections. The samples will be analysed by RNA sequencing. New diagnostic tools may help reduce unnecessary antibiotic treatment, antibiotic resistance, side-effects, hospitalisation and invasive procedures.","Bacterial Infections|Urinary Tract Infections|Sepsis|Fever|Viral Infection|Infant, Newborn, Disease|Bacteremia|Meningitis","No","Observational","May 15, 2020","February 28, 2022",,,,"All","3 Months",,,,"Denmark|Denmark|Denmark|Denmark",,"170",,
241,"Completed","The purpose of this study is to investigate the immune response in patients with necrotizing soft tissue infections (NSTI). The investigation will focus on inflammatory and vasoactive biomarkers as prognostic markers of severity and mortality at admission to Rigshospitalet and the following 3 days","Necrotizing Soft Tissue Infection|Necrotizing Fasciitis|Gas Gangrene|Fournier Gangrene","No","Observational","February 2013","February 2016",,,,"All",,"18 Years",,,"Denmark",,"169",,
242,"Completed","Breath samples from patients with Ventilator Acquired Pneumonia (VAP) will be analyzed to identify Volatile Organic Compounds (VOC) that have been specifically associated with VAP in previous animal models.||Primary outcome measures will include the assessment of the zNose Diagnostic Breath Analysis System in the early detection of VOC's associated with VAP.","Bacterial Infections","Accepts Healthy Volunteers","Observational","October 2016","February 2019","Collection of exhaled breath sample","Device",,"All",,"18 Years",,,"United States",,"10",,
243,"Completed","This clinical trial studies how well inter-disciplinary educational methods work in improving adherence to isolation protocols in patients with Clostridium (C.) difficile infections. An inter-disciplinary educational method may help to prevent the spread of infection.","Bacterial Infection|Clostridium Difficile","No","Interventional","January 27, 2015","January 6, 2018","Educational Intervention","Other","Not Applicable","Female",,"18 Years","Health Services Research","Single Group Assignment","United States","N/A","38",,
244,"Recruiting","Based on personal experience and the literature it is reasonable expectation that Vancomycin is a viable treatment in a direct contact form to eliminate MRSA from open wounds in order to heal the wounds by conventional means. The key question in my research has been to measure the effectiveness of my Vancomycin Gel by culturing the wound, applying the Gel in a controlled manner and then culturing the wound after one week. The end point to achieve in the process, is a clinical response of accelerated healing and negative culture report. Another question to solve is the duration of potency and stability of the Vancomycin gel over time.","Bacterial Infections|Wounds","Accepts Healthy Volunteers","Interventional","July 2011","December 2020","Vancomycin 1.25-1.50% in a complex gel formulation trademarked Vancogel(R)|Placebo, complex gel formulation without Vancomycin","Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United States","Randomized","100",,
245,"Completed","The purpose of this study is to evaluate the pharmacokinetics of a single dose of daptomycin in patients aged 2-17 years old who have a suspected or proven gram-positive infection for which they are receiving standard antibiotic therapy. The tolerability of a single dose of daptomycin in these patients will also be assessed.","Gram-positive Bacterial Infections","No","Interventional","August 24, 2005","August 9, 2006","daptomycin","Drug","Phase 1","All","17 Years","2 Years",,"Single Group Assignment","United States|United States|United States","Non-Randomized","33",,
246,"Recruiting","In patients with SARS-CoV-2 or bacterial infection admitted to the intensive care unit (ICU), the state of the intravascular volume, the characteristics of the blood volume components, and the development of a vascular leak is currently unknown. The relationship of these parameters with parameters of cardiac performance, lung edema and sublingual microcirculatory perfusion parameters have never been studied.","Covid19|Acute Respiratory Distress Syndrome","No","Observational","August 1, 2020","August 1, 2022","BVA-100","Device",,"All","95 Years","18 Years",,,"United States",,"40",,
247,"Completed","This study is a retrospective, observational study to evaluate oritavancin use in participants under real world conditions.","Gram-Positive Bacterial Infections","No","Observational","April 12, 2017","March 8, 2018","Oritavancin","Drug",,"All",,,,,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States",,"325",,
248,"Completed","The purpose of this study is to compare clinical response to the measurement techniques of several objective measures of clinical efficacy for use in future ABSSSI (Acute Bacterial Skin and Skin Structure Infection) clinical trials","Skin and Subcutaneous Tissue Bacterial Infections","No","Interventional","January 2011","November 2011","Delafloxacin|Linezolid|Vancomycin","Drug|Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","256",,"5|2|6"
249,"Completed","This was a non randomised, multi center, italian study performed in burn patients receiving an antibiotic (ciprofloxacin) in order to treat an active infection. The aim of the study was to validate a pharmacokinetics model useful to verify if a standard dose regimen of ciprofloxacin, given to patients with a compromised metabolism, is a correct dose or instead is over or under dosed.","Burns|Bacterial Infections","No","Interventional","November 2002","November 2003","Ciprofloxacin (BAYO9867)|Ciprofloxacin (BAYO9867)","Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","Italy|Italy|Italy|Italy|Italy|Italy|Italy","Non-Randomized","18",,
250,"Completed","The purpose of this study is to determine whether telavancin (TD-6424, ARBELIC) can be safety administered to patients with bloodstream infections and whether telavancin is effective in treating these infections.","Gram-Positive Bacterial Infections","No","Interventional","August 2003","August 2006","Telavancin|Vancomycin, nafcillin, oxacillin, or cloxacillin","Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United States","Randomized","60",,"11|6"
251,"Completed","Escalating resistance to antibiotics among disease-causing community bacteria increasingly threatens our ability to treat patients' infections. At the level of the physician-patient encounter, incentives at the patient level often take priority to society; this is often the case with antibiotic prescribing. Each patient level antibiotic treatment decision is based on how we value potential outcomes, including short-term benefits and risks and longer-term risks, including those related to future bacterial resistance to antibiotics. Unfortunately, antibiotics are often prescribed for illnesses unlikely to have a bacterial etiology; even a very small likelihood of benefit seems to outweigh an increased risk of future antibiotic resistance. While short-term effects of antibiotics on colonization with resistant bacteria have been demonstrated, the overall implications of each treatment for future individual, family and societal-level resistance remain difficult to quantify, and are often steeply discounted or ignored during decision-making. Knowledge regarding the longer-term effects of personal and household antibiotic use could better quantify these future resistance-related risks, and help guide antibiotic decision-making for physicians and patients.||Infants are born with sterile nasopharyngeal and gastrointestinal tracts and yet, during the 1st year of life, become important reservoirs of resistant organisms; this creates an opportunity to study colonization and resistance starting from a microbiological tabula rasa. In this proposal, we will use an observational cohort to following newborns' antibiotic exposure and longitudinal colonization with specific bacterial pathogens and related antibiotic resistance in the 1st year of life. Our hypothesis is that during the 1st year of life, infants with personal and household antibiotic exposure will have greater colonization with resistan organisms than infants without antibiotic exposure. This project will help us understand the development of bacteria that are resistant to antibiotics within the community, and help to inform judicious decision-making regarding antibiotic prescribing.","Bacterial Infections and Mycoses","No","Observational","February 2013","March 2017",,,,"All","18 Months",,,,"United States",,"352",,
252,"Completed","This is a prospective, quasi-experimental, historically controlled study to evaluate if a behavioural change intervention informed by the COM-B model of behaviour change can improve nurses' self-perceived capability, opportunity, and motivation to engage in the assessment of patients who may be appropriate for IV to PO antimicrobial conversion. This study also seeks to determine if this translates into an increase in IV to PO antimicrobial conversion rates in the acute care setting.","Behavior Change|Bacterial Infections","No","Interventional","January 8, 2019","April 7, 2019","Professional Behavior Change Intervention","Behavioral","Not Applicable","All",,"19 Years","Health Services Research","Crossover Assignment","Canada","Non-Randomized","853",,
253,"Completed","The objectives of this study are to assess the safety, tolerability and pharmacokinetic profile of OP0595 administered intravenously to healthy male, Caucasian, adult subjects at single escalating doses.","Healthy Volunteers|Bacterial Infections","Accepts Healthy Volunteers","Interventional","May 2014","November 2014","OP0595|Placebo","Drug|Drug","Phase 1","Male","45 Years","18 Years","Treatment","Parallel Assignment","Australia","Randomized","40",,
254,"Completed","The purpose of this study is to evaluate safety, tolerability, pharmacokinetic characteristics and efficacy of TNP-2092 in adults with ABSSSI suspected or confirmed to be caused by gram-positive pathogens.","Skin and Subcutaneous Tissue Bacterial Infections|Gram-Positive Bacterial Infections","No","Interventional","April 20, 2019","September 28, 2020","TNP-2092|Vancomycin","Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United States","Randomized","118",,
255,"Completed","The aims of this study are to:||Determine the risk factors for multidrug resistance in bloodstream isolates of Gram negative bacilli|Determine the mechanisms of multidrug resistance in bloodstream isolates of Gram negative bacilli|Determine the risk factors for failure of prompt clearance of the blood of Gram negative bacteria|Determine the survival of patients with Gram negative bacteremia|Determine if failure of prompt clearance of the blood of Gram negative bacteria is a predictor of mortality following this infection","Gram-Negative Bacterial Infections","No","Observational","April 2005","May 2016",,,,"All",,"18 Years",,,"United States",,"600",,
256,"Recruiting","The current markers of inflammation that govern antibiotic treatment have their significant limitations, especially in patients with burns. According to previously published data, the newly proposed marker of infectious inflammation, the Intensive Care Infection Score (ICIS), appears to be a suitable diagnostic tool in distinguishing between inflammation of infectious and non-infectious origin in these patients. The other advantage is its low price.||This study aims to compare ICIS with other used indicators of inflammation in patients with burns both children and adults.","Infection, Bacterial|Burns|Inflammation","No","Observational","April 1, 2021","April 1, 2023","Flow fluorescence cytometry","Diagnostic Test",,"All","100 Years","6 Months",,,"Czechia",,"200",,
257,"Completed","Background: A progressive decrease in Helicobacter pylori eradication rates has been described over the years, so new combinations of antibiotics for treatment are needed.||Aim: To evaluate the efficacy and safety of the addition of rifaximin to standard triple therapy (omeprazole, amoxicillin and clarithromycin) for the eradication of H. pylori.||Methods: Independent prospective pilot clinical trial (EUDRA CT: 2013-001080-23). Forty consecutive adult patients were included with H. pylori infection, dyspeptic symptoms and naive to eradication treatment. A full blood test was performed in the first 5 patients included to evaluate the safety of the treatment. H. pylori eradication was confirmed with urea breath test at least 4 weeks after the end of treatment. Treatment: Rifaximin 400 mg/8 h, clarithromycin 500 mg/12 h, amoxicillin 1 g/12 h, and omeprazole 20 mg/12 h for 10 days.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","No","Interventional","February 2014","June 2015","Rifaximin","Drug","Phase 3","All",,"18 Years","Treatment","Single Group Assignment","Spain","N/A","40","0","0"
258,"Completed","This study is a drug-drug interaction (DDI), pharmacokinetics (PK), safety and tolerability study in adult healthy participants, including Japanese cohort. This study is designed to assess co-administration of probe substrates with gepotidacin in study cohorts 1 to 3 and establishing PK and safety in Japanese participants in cohort 4. Food effect will also be evaluated in cohort 4.","Bacterial Infections|Infections, Bacterial","Accepts Healthy Volunteers","Interventional","August 14, 2020","December 21, 2020","Gepotidacin|Cimetidine|Rifampicin|Midazolam|Digoxin|Placebo matching to gepotidacin","Drug|Drug|Drug|Drug|Drug|Other","Phase 1","All","50 Years","18 Years","Treatment","Crossover Assignment","United States","Randomized","64",,
259,"Completed","Epidemiology of Helicobacter Pylori Infection Among Shanghai Children.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","Accepts Healthy Volunteers","Observational","May 2014","June 2016",,,,"All","18 Years","3 Years",,,"China",,"1997",,
260,"Recruiting","This is a research study for patients who currently have or previously had an H. pylori infection or who have gastric or esophageal cancer and who plan to undergo an endoscopy as part of their care. The purpose of this study is to find out how and why H. pylori infections can cause progression to gastric cancer and if it's possible for intervention prior to this progression.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","Accepts Healthy Volunteers","Observational","July 2012","April 30, 2023","Endoscopy tissue collection","Procedure",,"All",,"18 Years",,,"United States",,"120",,
261,"Recruiting","The investigators will performed a large-scale multi center trial to compare the efficacy of a high-dose dual therapy (HDDT) with that of standard therapies in treatment-naive (n = 300) patients with Hp infection. Consecutive symptomatic patients will be recruited in Israel and Spain when tested positive to Hp with serology and 13C urea breath test (13C-UBT) due to symptoms. Patients with gastric cancer, MALT lymphoma, and younger than 18 or older than 80 years old will be excluded. All patients will be naive to eradication therapy and will be randomized into one of three groups:||Group 1: Nexium 40 mg and amoxicillin 1.5 gr twice daily for 14 days Group 2: Nexium 40 mg and doxycycline 200 mg twice a day Group 3: Triple therapy of Nexium 20 mg, clarythromycin 500 mg, and amoxicillin 1gr twice a day for 10 days (regular accepted treatment).||All treatments will be stopped for a month and then 13CUBT will be repeated. The primary aim of the study is to assess eradication success, intentioned to treat and per protocol in the three treatment regimens.||The secondary aim of the study is to assess the safety of high dose amoxicillin and doxycycline.","Bacterial Infection Due to Helicobacter Pylori (H. Pylori)","No","Interventional","October 22, 2015","December 2021","Nexium 40 mg|amoxicillin 1.5 gr|doxycycline 200 mg|Nexium 20 mg|clarythromicin 500 mg|amoxicillin 1gr","Drug|Drug|Drug|Drug|Drug|Drug","Phase 4","All","80 Years","18 Years","Treatment","Parallel Assignment","Israel","Randomized","300",,
262,"Completed","RATIONALE: Giving antibiotics may be effective in preventing or controlling early infection in patients with multiple myeloma and may improve their response to chemotherapy.||PURPOSE: This randomized clinical trial is studying antibiotics to see how well they work compared to no antibiotics in preventing early infection in patients with multiple myeloma.","Infection|Multiple Myeloma","No","Interventional","March 1997","January 2012","ciprofloxacin|ofloxacin|160 mg trimethoprim and 800 mg sulfamethoxazole","Drug|Drug|Drug","Phase 3","All","120 Years","18 Years","Supportive Care","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Peru|South Africa","Randomized","212",,"1|2|0"
