"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 2001"
"MaxRank: 3000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
2219,"Completed","Streptococcus pneumoniae is a type of bacteria that can cause infections of the ears, sinuses or lungs. It can also cause more serious infections of the blood or brain. The elderly and young children are more vulnerable to these types of infections.||The vaccines available at present are effective only on a certain number of strains of the bacteria. The PnuBioVax vaccine is being developed to work on a broader range of strains. This study will be looking at the safety and tolerability of the study drug for three different dosages: 50 μg, 200 μg, and 500 μg compared to placebo.||The population eligible to take part in the study are healthy male and female subjects between 18 and 40 years of age.||Volunteers for the study will be recruited through advertisements. Each volunteer will have received an information sheet concerning the study and will have agreed to participate in writing. Volunteers will be given at least 48 hours between reading the information leaflet and agreeing to participate. Only subjects who agree to undertake precautions to avoid pregnancy of either themselves of their partner during the study period will be eligible. Volunteers will give signed consent for their physician to be notified about their participation in the trial.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","October 2015","September 2016","PnuBioVax|Placebo","Biological|Biological","Phase 1","All","40 Years","18 Years","Other","Parallel Assignment","United Kingdom","Randomized","36",,
2220,"Completed","The main aim of this clinical study is to investigate the safety and tolerability of different dose strengths of IC47 up to 6 months after the first vaccination.||A total of 32 healthy subjects (male or female) will participate in this clinical study. The subjects will be divided into 4 groups of 8 subjects each. Thirty (30) μg or 150 μg of IC47 will be administered three times in intervals of 42 days each.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","March 2009","February 2010","IC47","Biological","Phase 1","All","65 Years","18 Years",,"Parallel Assignment","Germany","Randomized","32",,
2221,"Completed","Safety, Tolerability and Immunogenicity of Meningococcal C Conjugate Vaccine to Children 32 to 40 Months of Age","Meningococcal Infection","Accepts Healthy Volunteers","Interventional","June 2005",,"Meningococcal C conjugate vaccine","Biological","Phase 4","All","40 Months","32 Months","Prevention","Parallel Assignment","Germany","Non-Randomized","241",,
2222,"Completed","This postmarketing surveillance study will evaluate the safety profile of Prevenar in Indian children.||Prevenar is indicated for active immunization of infants and children from 6 weeks of age through 9 years of age against invasive disease (including meningitis, bacteraemic pneumonia, bacteraemia, sepsis) caused by Streptococcus pneumoniae serotypes 4, 6B, 9V, 14, 18C, 19F and 23F.||Prevenar has been marketed in India since June 2006. The Board of Health in India has given restricted permission to import and market Prevenar. The present study is a post-approval regulatory commitment to the Board of Health in India.||This is an observational study and the protocol for the study has been approved by the Board of Health.","Pneumococcal Infections","No","Observational","July 2006","January 2007","pneumococcal conjugate vaccine","Biological",,"All","24 Months","6 Weeks",,,,,"1000",,
2223,"Completed","The main objective will be to test the safety of two intravenous infusions of Altastaph, a human immunoglobulin product. The study will also test the ability of Altastaph to protect against S. aureus infection.","Staphylococcal Infections","No","Interventional","July 2003","August 2004","Staphylococcus aureus Immune Globulin (Human) 5%","Drug","Phase 2","All","7 Days",,"Prevention","Parallel Assignment",,"Randomized","200",,
2224,"Completed","The purpose of the study is to characterize the immunogenicity & safety of a booster dose of GSK Biologicals' meningococcal vaccine 134612 given at 12-15 months of age or at 15-18 months of age (co-administered with Infanrix®) in healthy toddlers primed with GSK Biological's Hib-meningococcal vaccine 792014. This study is single-blinded for the primary phase and open-label for the booster phase.","Infections, Meningococcal","Accepts Healthy Volunteers","Interventional","February 13, 2008","September 17, 2009","GSK Biologicals' Meningococcal vaccine GSK134612 (Nimenrix)|GSK Biologicals' Hib-meningococcal vaccine GSK 792014 (Menhibrix)|Infanrix®|ActHIB®|Pediarix®","Biological|Biological|Biological|Biological|Biological","Phase 3","All","12 Weeks","6 Weeks","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","1558",,"58|14|15|3|9"
2225,"Completed","The purpose of this study is 1) to evaluate the safety and tolerability of V114 with respect to the proportion of participants with adverse events (AEs) and 2) to evaluate the anti-pneumococcal polysaccharide (PnPs) serotype-specific Immunoglobulin G (IgG) Geometric Mean Concentrations (GMCs) at 30 days following the last dose for each vaccination group. There is no formal hypothesis testing in this study.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","June 25, 2019","December 9, 2020","V114|Prevnar 13®","Biological|Biological","Phase 3","All","17 Years","7 Months","Prevention","Parallel Assignment","Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Malaysia|Malaysia|Poland|Poland|Poland|Poland|Poland|Poland|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Thailand|Thailand|Thailand|Thailand","Randomized","606","0|0|0|0|0|0","7|5|4|4|4|4"
2226,"Completed","Safety immune response of Novartis MenACWY-CRM conjugate vaccine when given to healthy toddlers","Meningococcal Infections","Accepts Healthy Volunteers","Interventional","February 2008","October 2010","MenACWY-CRM + MMRV|MMRV|MenACWY-CRM","Biological|Biological|Biological","Phase 3","All","1 Year","7 Months","Prevention","Single Group Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","1630",,"18|9|19"
2227,"Completed","The purpose of the study is to characterize the safety and immunogenicity of 1 dose of GSK134612 vaccine at 12 months of age and of GSK134612 vaccine administered as 2 doses at 9 and 12 months of age.","Infections, Meningococcal","Accepts Healthy Volunteers","Interventional","July 5, 2007","November 26, 2008","Meningococcal vaccine GSK134612","Biological","Phase 2","All","9 Months","9 Months","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","385","0|0","5|2"
2228,"Completed","This study has 2 phases, a vaccination phase and a long-term follow-up phase. In the vaccination phase of this study, the new meningococcal vaccine 134612 will be evaluated in children using Mencevax™ ACWY (in children above 2 years) or Meningitec™ (in children below 2 years) as controls. In the long-term follow-up phase of the study, the long-term protection offered by the vaccines will be assessed up to 5 years after vaccination.||Subjects will be randomized in the primary vaccination phase of the study; no new subjects will be enrolled during the long-term follow-up phase of the study.","Infections, Meningococcal","Accepts Healthy Volunteers","Interventional","February 7, 2007","December 3, 2007","GSK Biolgicals' meningococcal vaccine 134612 (Nimenrix)|Mencevax™ ACWY|Meningitec™","Biological|Biological|Biological","Phase 2","All","10 Years","1 Year","Prevention","Parallel Assignment","Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland","Randomized","613","0|0|0|0","5|2|7|1"
2229,"Completed","The purpose of this study is to demonstrate, in 12-23 months old subjects, the non-inferiority of meningococcal vaccine GSK134612 and pneumococcal vaccine GSK1024850A when co-administered, compared to each vaccine administered individually.","Infections, Meningococcal","Accepts Healthy Volunteers","Interventional","October 30, 2008","November 2, 2009","Meningococcal vaccine GSK134612|Pneumococcal vaccine GSK1024850A","Biological|Biological","Phase 3","All","23 Months","12 Months","Prevention","Parallel Assignment","Mexico|Mexico|Taiwan|Taiwan|Taiwan","Randomized","363","0|0|0","6|3|4"
2230,"Completed","The purpose of this study is to demonstrate, in 11-17 year old subjects, the non-inferiority of meningococcal vaccine GSK134612 compared to licensed meningococcal vaccine Mencevax™.","Infections, Meningococcal","Accepts Healthy Volunteers","Interventional","May 2, 2007","September 10, 2008","Meningococcal vaccine GSK134612|Mencevax™ ACWY","Biological|Biological","Phase 3","All","17 Years","11 Years","Prevention","Parallel Assignment","India|India|India|India|Philippines|Taiwan|Taiwan","Randomized","1025","0|0","3|2"
2231,"Completed","This study is to assess the longevity of immune response in adolescents for approximately 48 months after receipt of a primary series of bivalent rLP2086 vaccination, which is then followed by a booster dose and an assessment of immune response for 12 or 26 months post booster vaccination.","Meningococcal Infection","Accepts Healthy Volunteers","Interventional","September 7, 2012","January 5, 2018","blood sampling|bivalent rLP2086","Procedure|Drug","Phase 3","All","18 Years","10 Years","Other",,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Czechia|Czechia|Czechia|Czechia|Czechia|Czechia|Czechia|Czechia|Czechia|Czechia|Czechia|Denmark|Finland|Finland|Finland|Finland|Germany|Germany|Sweden|Sweden",,"698","0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|1|1|2|1|0"
2232,"Completed","This study is designed to 1) describe the safety, tolerability, and immunogenicity of V114 and Prevnar 13™ in pneumococcal vaccine-naïve adults at increased risk for pneumococcal disease and to 2) describe the safety, tolerability, and immunogenicity of PNEUMOVAX™23 when administered 6 months after receipt of either V114 or Prevnar 13™. Increased risk for pneumococcal disease is defined as 1) an underlying medical condition, 2) behavioral habits such as smoking or alcohol use, or 3) living in a community/environment with increased risk of disease transmission.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","July 16, 2018","January 20, 2020","V114|Prevnar 13™|PNEUMOVAX™23","Biological|Biological|Biological","Phase 3","All","49 Years","18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Australia|Australia|Australia|Australia|Australia|Australia|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Chile|Chile|Chile|Chile|Chile|New Zealand|New Zealand|New Zealand|New Zealand|New Zealand|New Zealand|New Zealand|New Zealand|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Russian Federation|Russian Federation|Russian Federation","Randomized","1515","4|2|0|0","49|12|3|3"
2233,"Completed","The purpose of this study is to determine whether people who are HIV-positive respond better to a vaccine for pneumonia-related disease when they are immunized immediately, or when immunization is delayed until the immune system has improved to a certain level. The study will also compare the effectiveness of polysaccharide and heptavalent vaccines.","Pneumococcal Infections","No","Interventional","September 2004","October 2007","Pneumovax|Prevnar","Biological|Biological","Phase 1|Phase 2","All","65 Years","18 Years","Prevention","Factorial Assignment","Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada","Randomized","79",,
2234,"Completed","The proposed phase IIb randomized, open label, dose ranging, safety and immunogenicity study will evaluate two different doses of 13-valent pneumococcal conjugate vaccine (PCV13) in two groups of participants (55 through 74 years of age). First group vaccine naïve participants will be open-label to receive a single injection of 0.5 mL PCV13. Second group of participant previously vaccinated with 23-valent pneumococcal polysaccharide vaccine (PPSV23) will be randomized 1:1 to receive two injections of 0.5 mL PCV13, one dose in each arm (Group IIA or Group IIB). Blood samples will be obtained at baseline, at one month and six months post-vaccination. The primary objectives are: to determine if two 0.5 mL doses of PCV13 are statistically significantly more immunogenic than a single 0.5 mL dose of PCV13 for at least some of the vaccine serotypes among participants 55 through 74 years of age previously vaccinated with PPSV23, as measured by serotype-specific OPA titers 28 days after study","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","October 10, 2012","August 21, 2015","Pneumococcal 13-valent Conjugate Vaccine [Diphtheria CRM197 Protein]","Biological","Phase 2","All","74 Years","55 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States","Randomized","884",,"7|4|2|3|4|5"
2235,"Completed","To determine the clinical significance of gene mutations encoding antibiotic resistance, but not expressed as clinical resistance, in Salmonella bacteria","Salmonella Infection","No","Observational","March 2006","June 2017",,,,"All",,"18 Years",,,"United States",,"50",,
2236,"Completed","This will be an observational study where parents/ guardians of children in receipt of their preschool booster will be approached for their child(ren) to take part. Following written informed consent the Vaccine Research Nurse will explain the purpose of the study and what would be involved. Participation will involve completion of a health diary for the week following vaccination to document how their child has been both in terms of local reactions and systemic symptoms as well as any visits to a doctor (GP or hospital). The nurse will telephone the family at 48-72 hours following vaccination to see how the child has been. Information about the vaccine given in the current campaign and vaccines administered in the infant schedule including date of administration, product and batch number will be recorded where available.||Should any large local reactions be reported the nurse may visit the child to take a photograph to document and illustrate these - photographs will be taken without the child's face visible.||Subjects will be recruited in two centres - Hertfordshire and Gloucestershire. Recruitment will start as soon as the necessary approvals are in place. Monthly reports of observed data will be submitted to the MHRA though the formal analysis will not be conducted until the end of the study.||Recruitment figures and the incidence of ESLs will be reviewed on a six-monthly basis.||At this point it is difficult to predict parental attitude to taking part, though from experience with recruitment in previous studies it is hoped this will be positive, so affording a large number of participants.","Haemophilus Infections","Accepts Healthy Volunteers","Observational","December 2007",,,,,"All","6 Years","42 Months",,,"United Kingdom|United Kingdom",,"500",,
2237,"Completed","The purpose of this phase 1, randomized, double-blind, active-comparator-controlled study is to compare the safety, tolerability, and immunogenicity of a polyvalent pneumococcal conjugate vaccine (pPCV) with that of PNEUMOVAX™ in healthy Japanese adults.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","February 4, 2021","April 6, 2021","pPCV|PNEUMOVAX™23","Biological|Biological","Phase 1","All",,"20 Years","Prevention","Parallel Assignment","Japan|Japan","Randomized","102",,
2238,"Unknown status","phase-1 study pneumococcal conjugate vaccine study in healthy adults","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","July 1, 2018","July 25, 2019","LBVE01|LBVE02|Prevnar13","Biological|Biological|Biological","Phase 1","All","50 Years","19 Years","Prevention","Parallel Assignment",,"Randomized","60",,
2239,"Completed","The purpose of this study is to evaluate the safety and immunogenicity of LBVE (Multivalent Pneumococcal Conjugate Vaccine) in healthy infants.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","May 25, 2018","March 27, 2019","LBVE|Prevnar13","Biological|Biological","Phase 2","All","8 Weeks","6 Weeks","Prevention","Parallel Assignment","Korea, Republic of","Randomized","230",,
2240,"Completed","The purpose of the study. To characterize the immune response to the pneumococcal vaccine in HIV positive individuals and to dissect the most appropriate timing and frequency of vaccination.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","July 2010","March 2015","PPV23","Biological","Early Phase 1","All","65 Years","19 Years","Prevention","Parallel Assignment","United States","Non-Randomized","124",,
2241,"Completed","The purpose of this study is to determine if revaccination with pneumococcal vaccine (PNEUMOVAX™ 23, V110) is well tolerated and produces an immune response in older Japanese adults. The primary hypothesis being tested is that the geometric mean concentration of antibodies to pneumococcal polysaccharide serotypes 3, 6B, and 23F at 4 weeks after revaccination will be superior to that before revaccination in Japanese adults who received a primary vaccination at least 5 years before revaccination.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","October 31, 2014","April 9, 2015","PNEUMOVAX™ 23","Biological","Phase 4","All","89 Years","70 Years","Prevention","Parallel Assignment",,"Non-Randomized","243",,"4|0"
2242,"Completed","This study is primarily designed to evaluate the IgG immune responses to the 13 pneumococcal serotypes induced by 13vPnC compared with the immune responses induced by 7vPnC when measured 1 month after the infant series, and to evaluate the acceptability of the safety profile of 13vPnC as measured by the incidence rates of local reactions, systemic events and adverse events.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","August 2012","April 2014","7-valent Pneumococcal Conjugate Vaccine|13-valent Pnumococcal Conjugate vaccine|13-valent Pnumococcal Conjugate vaccine|13-valent Pnumococcal Conjugate vaccine","Biological|Biological|Biological|Biological","Phase 3","All","77 Days","42 Days","Prevention","Parallel Assignment","China|China|China|China","Randomized","1674",,
2243,"Completed","This study will assess the safety and tolerability of a single dose of 13-valent Pneumococcal Conjugate Vaccine for approximately 1 month after vaccination sequentially in healthy Chinese adults aged 18 through 55 years, followed by children aged 3 through 5 years, and then infants aged approximately 2 months.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","October 2011","January 2012","13-valent Pneumococcal Conjugate Vaccine|13-valent Pneumococcal Conjugate Vaccine|13-valent Pneumococcal Conjugate Vaccine","Biological|Biological|Biological","Phase 1","All","55 Years","42 Days","Basic Science","Single Group Assignment","China|China","Non-Randomized","72",,
2244,"Completed","The purpose of this study is to determine that revaccination of Pneumococcal Vaccine is well tolerated and produces an immune response in older adults.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","July 2007","May 2008","pneumococcal 23v polysaccharide vaccine","Biological","Phase 3","All",,"59 Years","Prevention","Parallel Assignment",,"Non-Randomized","143",,"0|0"
2245,"Completed","To describe the safety, tolerability and immunogenicity of pneumovax 23 (V110) in healthy adults in India.","Pneumococcal Infection","Accepts Healthy Volunteers","Interventional","October 2005","January 2006","Pneumococcal Vaccine, Polyvalent (23-valent)","Biological","Phase 3","All",,"50 Years","Prevention","Single Group Assignment",,"N/A","133",,
2246,"Completed","This study, conducted at the University of Mali in the capital city of Bamako, will investigate how the body reacts to infection with Mycobacterium tuberculosis (MTB), the organism that causes tuberculosis. Tuberculosis is a major global health problem whose solution requires development of an effective vaccine. However, incomplete understanding of how immunity to MTB is acquired and measured limits vaccine development. This study will focus on certain immune system cells - CD4+ T cells - that appear to be very important in fighting tuberculosis.||Individuals 16 years of age and older who have or have not been exposed to either tuberculosis or HIV, or both, may be eligible for this study. Candidates will be screened with a medical history, physical examination, blood tests, review of medical records and laboratory tests, and, if medically indicated, a chest x-ray. Individuals whose medical records indicate a past history of tuberculosis or a positive test for exposure to tuberculosis will have a tuberculin skin test. For this test, a few drops of fluid are placed under the skin to see if the immune system reacts to the substance, indicating previous exposure to MTB.||Participants will come to the University of Mali 10 times over a 1-year period - 7 times within the first 3 months of the study and then once every 3 months until 1 year after enrollment. At each study visit, they will be asked about their medical history and will donate 75 milliliters (about 1/3 cup) of blood, totaling 830 mL over the entire year. More blood may be requested if the participant's immune system reacts strongly to MTB in laboratory tests. No more than 450 mL (2 cups) of blood would be collected every 6 weeks; this amount is the Red Cross limit for regular blood donations every 6 weeks.||The blood samples will be used for tests that measure the level of immunity to tuberculosis. Genetic tests may be performed on blood cells to help interpret special tests of immunity. Because HIV-infected people are included in the study, the findings may also provide information on how HIV renders vulnerability to opportunistic infections, including tuberculosis.","Mycobacterium Tuberculosis","No","Observational","October 6, 2003","November 27, 2015",,,,"All",,"18 Years",,,"Mali",,"111",,
2247,"Completed","This study will assess the safety, tolerability and immune response of 13-valent pneumococcal conjugate vaccine (13vPnC) compared with 23-valent Pneumococcal Polysaccharide Vaccine (23vPS). Although the study started with only 1 population, amendments to the original protocol will now reflect three participant populations. Three age cohorts will be enrolled. The first cohort (age 60-64) will be blinded. Cohort 2 (age 50-59) and cohort 3 (age 18-49) are open label. Subjects in cohorts 1 and 2 will receive 2 vaccinations 3-4 years apart. Subjects in cohort 3 will receive 1 vaccination. All participants should be naïve of 23vPS. Comparisons of immune responses from the different cohorts will be done.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","March 2007","August 2011","13-valent pneumococcal conjugate vaccine (13vPnC)|23-valent Pneumococcal Polysaccharide Vaccine (23vPS)|13-valent pneumococcal conjugate vaccine (13vPnC)|13-valent pneumococcal conjugate vaccine (13vPnC)|13-valent pneumococcal conjugate vaccine (13vPnC)|23-valent Pneumococcal Polysaccharide Vaccine (23vPS)|13-valent pneumococcal conjugate vaccine (13vPnC)","Biological|Biological|Biological|Biological|Biological|Biological|Biological","Phase 3","All","64 Years","18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","2141",,"1|12|2|10|2|5|1|2|1|1|0|3|0|0|2|2"
2248,"Not yet recruiting","This an open phase Ⅳ clinical trial of 23-valent pneumococcal polysaccharide vaccine manufactured by Sinovac Biotech Co., Ltd.The purpose of this study is to evaluate the immunity persistence after single dose of 23-valent pneumococcal polysaccharide vaccine.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","September 20, 2021","March 30, 2022","Investigational 23-valent PPV|Control 23-valent PPV","Biological|Biological","Phase 4","All","110 Years","2 Years","Prevention","Parallel Assignment","China","Non-Randomized","600",,
2249,"Active, not recruiting","The purpose of this clinical study is to evaluate the safety and immunogenicity of a 4-dose schedule (3-dose primary series followed by a toddler dose) of V114 compared with Pneumococcal 13-valent Conjugate Vaccine (PCV13). The hypotheses are that: 1) V114 is non-inferior to PCV13 for the 13 shared serotypes between V114 and PCV13 based on the response rates at 30 days following dose 3; 2) V114 is non-inferior to PCV13 for the 2 unique V114 serotypes based on the response rate of the 2 unique V114 serotypes at 30 days following dose 3; 3) V114 is non-inferior to PCV13 for the 13 shared serotypes between V114 and PCV13 based on anti-pneumococcal polysaccharide (PnPs) serotype-specific Immunoglobulin G (IgG) geometric mean concentrations (GMCs) at 30 days following dose 3.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","July 1, 2020","November 29, 2021","V114|PCV13","Biological|Biological","Phase 3","All","6 Months","2 Months","Prevention","Parallel Assignment","Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan","Randomized","660",,
2250,"Completed","This is an observational study to determine the reactogenicity and immunogenicity of pneumococcal conjugate vaccine in non-pregnant women of reproductive age in Papua New Guinea.","Pneumococcal Infections",,"Observational","May 10, 2016","April 10, 2018","13-valent pneumococcal conjugate vaccine","Biological",,"Female","45 Years","18 Years",,,"Papua New Guinea",,"50",,
2251,"Completed","This study will evaluate the safety and tolerability and immunogenicity of V114 when administered to 2-month old infants. The primary hypotheses are: 1) V114 is non-inferior to Prevenar 13™ for the 13 shared serotypes between V114 and Prevenar 13™ based on response rates at 30 days post toddler dose (PTD); 2) V114 is superior to Prevenar 13™ for the 2 serotypes unique to V114 based on the response rates at 30 days PTD; 3) V114 is non-inferior to Prevenar 13™ for the 13 shared serotypes between V114 and Prevenar 13™ based on anti-pneumococcal polysaccharide (PnPs) serotype-specific Immunoglobin G (IgG) geometric mean concentrations (GMCs) at 30 days PTD; and 4) V114 is superior to Prevenar 13™ for the 2 serotypes unique to V114 based on anti-PnPs serotype-specific IgG GMCs at 30 days PTD.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","September 4, 2019","August 5, 2021","Rotarix™|Infanrix™ hexa|V114|Prevenar 13™","Drug|Drug|Drug|Drug","Phase 3","All","90 Days","42 Days","Prevention","Parallel Assignment","Australia|Australia|Australia|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Czechia|Czechia|Czechia|Estonia|Estonia|Estonia|Estonia|Estonia|Estonia|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Greece|Greece|Greece|Greece|Greece|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Russian Federation|Russian Federation|Russian Federation|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain","Randomized","1188",,
2252,"Active, not recruiting","The purpose of this clinical study is to evaluate the safety and immunogenicity of a 3-dose schedule (2-dose primary series followed by a toddler dose) of pneumococcal conjugate vaccine (PCV) as one of the currently recommended by the World Health Organization (WHO) Strategic Advisory Group of Experts (SAGE) on Immunizations and practiced in many countries.||The primary hypotheses are that V114 is non-inferior to Prevnar 13® for the 13 shared serotypes based on response rates and on anti-pneumococcal polysaccharide (PnPs) serotype-specific Immunoglobulin G (IgG) geometric mean concentrations (GMCs) at 30 days following Dose 3; that V114 is superior to Prevnar 13® for the 2 serotypes unique to V114 based on the response rates and on anti-PnPs serotype-specific IgG GMCs at 30 days following Dose 3; and that Vaxelis™ administered concomitantly with V114 is non-inferior to Vaxelis™ administered concomitantly with Prevnar 13® at 30 days following Dose 3 for each antigen included in Vaxelis™.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","August 28, 2019","November 16, 2021","V114|Prevnar 13®|Vaxelis™|M-M-R®II|Varivax®","Drug|Drug|Drug|Drug|Drug","Phase 3","All","111 Days","70 Days","Treatment","Parallel Assignment","Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Italy|Italy|Italy|Italy|Norway|Norway|Norway|Sweden","Randomized","1180",,
2253,"Completed","The purpose of this study is to 1) evaluate the safety and tolerability of V114 and 2) to compare the immune responses of the 15 serotypes contained in V114 with V114 versus Prevnar 13™. The primary hypotheses are that 1) V114 is noninferior to Prevnar 13™ as measured by the serotype specific opsonophagocytic activity (OPA) geometric mean titers (GMTs) for 13 shared serotypes at 30 days postvaccination and that 2) V114 is superior to Prevnar 13™ as measured by serotype-specific OPA GMTs for 2 unique serotypes in V114 at 30 days postvaccination.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","June 13, 2019","March 30, 2020","V114|Prevnar 13®","Biological|Biological","Phase 3","All",,"50 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Canada|Canada|Canada|Canada|Canada|Canada|Japan|Japan|Japan|Japan|Japan|Spain|Spain|Spain|Taiwan|Taiwan","Randomized","1205","1|1","9|13"
2254,"Completed","The purpose of this study is to evaluate the safety, tolerability, and immunogenicity of V114 administered subcutaneously or intramuscularly in healthy Japanese infants (3 months of age).","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","April 2, 2019","June 24, 2020","V114|Pneumococcal 13-valent Conjugate Vaccine (PCV13)","Biological|Biological","Phase 1","All","3 Months","3 Months","Prevention","Parallel Assignment","Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan","Randomized","133",,
